LOCATION ADDRESS,PERMIT TYPE,FILMING DAYS
"LA RIVER UNDER 6TH ST BRIDGE , LOS ANGELES, CA, 90014",Filming,3
"LA RIVER UNDER 6TH ST BRIDGE , LOS ANGELES, CA, 90014",Still,2
"LA River underneath 7th St Bridge, Los Angeles, CA, 90021",Filming,1
"LA River, 10 Frwy., Indiana St., 5 Fwy (Inclusive)(Excluding Freeways & LA County), los angeles, CA, 90017",Still,15
"LA River, 10 Fwy, Olympic Blvd, Indiana St. (inclusive) , Los Angeles , 90033",Still,8
"LA RIVER, 1ST - 6TH ST, LOS ANGELES, CA 90014",Still,3
"LA RIVER, 1ST ST. - 7TH ST., LOS ANGELES, CA 90014",Filming,8
"LA RIVER, Between 1ST ST-4TH ST, Los Angeles , CA, 90013",Filming,1
"LA River, Colorado Street - 134 Ventura Freeway, Los Angeles, CA, 90039",Filming,1
"LA River., E 4th St., 7th St., 101 Fwy. (Inclusive. Excludes activity on Freeway) ) , Los Angeles, CA, 90023",Filming,1
"LA River., Olympic Blvd., S Alameda St., 3rd St. (Inclusive. Excludes activity on Traction Ave & Hewitt Pl) , Los Angeles, CA, 90014",Still,1
"LA Riverbed at 6th St (under bridge), Los Angeles, CA, 90013",Filming,5
"LA RIVERBED- OLYMPIC BLVD- S SOTO ST- CESAR CHAVEZ (INCLUSIVE, EXCLUDING LA RIVER BED AND STATE HWYS), LOS ANGELES, CA, 90033",Still,5
"LA Riverbed under 6th St Bridge, Los Angeles, CA, 90023",Filming,1
"LA RIVERBED, 10 FWY, 101 FWY, 1ST ST BRIDGE (INCLUSIVE, EXCLUDING RIVERBED, FREEWAYS, ARTS DISTRICT), LOS ANGELES, CA, 90033",Filming,1
"LA Riverbed, from Under the 7th St. bridge to Under the 4th St. Bridge, Los Angeles, CA, 90033",Filming,2
"LA Riverbed, from Under the 7th St. bridge to Under the 4th St. Bridge, Los Angeles, CA, 90033",Still,1
"LA RIVERBED., 10 FWY., 60 FWY., INDIANA ST, LOS ANGELES, 90033",Still,1
"LA RIVERBED., 10 FWY., 60 FWY., INDIANA ST. INCLUSIVE (EXCLUDING FREEWAYS), LOS ANGELES, CA, 90033",Filming,2
"LA RIVERBED., 1ST ST., 5 FWY., 7TH ST (INCLUDING BRIDGES), LOS ANGELES, 90023",Still,4
"La Tijera Bl., Westchester Pkwy - Airport Bl., Los Angeles, CA, 90045",Filming,8
"La Tijera from Sepulveda Eastway - EAST 900 feet, Los Angeles, CA, 90045",Filming,1
"LA TUNA CANYON BLVD., 210 FWY., 118 FWY., 5 FWY, LOS ANGELES, 91352",Filming,1
"La Tuna Canyon Rd, LA Tuna Canyon Trail - 750 West, Sun Valley, CA 91352",Filming,1
"La Tuna Canyon Rd. Sunland Blvd. Foothill Blvd. Tujunga Canyon Blvd., los angeles, CA, 91352",Filming,1
"La Tuna Canyon Rd., Glenoaks Bl. - Honolulu Av., Los Angeles, CA 91352",Still,1
"La Tuna Canyon Rd., Glenoaks Blvd - 210 frwy, Los Angeles, CA, 91352",Filming,1
"La Tuna Canyon Rd., Sunland Bl. - 210 Fwy, Los Angeles, CA 91352",Filming,1
"Lake Balboa/Anthony C. Beilenson Park, Los Angeles, CA, 91436",Filming,1
"Lake Hollywood Dr, Canyon Lake Dr, Mulholland Hwy, Deronda Dr, Hollyridge Dr, Duran Drive (Inclusive, Excludes LA Cty PArks and Recreation Property),  , LOS ANGELES, 90068",Still,1
"Lake Hollywood Dr., Tahoe Dr., Canyon Lake Dr., Innsdale Dr., Los Angeles, CA, 90068",Filming,2
"Lanark Recreation Center, Los Angeles, CA, 91304",Filming,11
"Landa St., Castle St. - Redesdale Ave., Los Angeles, CA 90039",Filming,1
"Landale Street & Bellflower Avenue, Los Angeles, CA, 91602",Filming,1
"Langdon Av, Haynes St - Victory Blvd, Los Angeles, CA, 91406",Filming,1
"Lankershim BL, Magnolia BL - Morrison St, Los Angeles, CA, 91602",Still,1
"LANKERSHIM BL., BURBANK BL. - MAGNOLIA BL., LOS ANGELES, CA, 91601",Filming,4
"Lankershim Bl., Burbank Bl. - Riverside Dr., Los Angeles, CA 91601",Filming,2
"Lankershim Bl., Camarillo - Ostego St., North Hollywood , 91601",Filming,3
"Lankershim Bl., Chandler Av - Hesby St, Los Angeles, CA, 91606",Filming,1
"Lankershim Bl., Magnolia Bl. - Chandler Bl., North Hollywood, CA 91601",Filming,2
"LANKERSHIM BL., RIVERSIDE DR - VALLEY SPRING LN, LOS ANGELES, CA, 91602",Filming,3
"Lankershim Blvd, Magnolia Blvd - Weddington St, Los Angeles, CA, 91601",Filming,7
"Lankershim Blvd, Roscoe Blvd, Reseda Blvd, Ventura Blvd (inclusive), Los Angeles, CA, 91605",Filming,3
"LANKERSHIM BLVD.,  101 FWY.,  SELMA AVE., NORTH HOLLYWOOD, CA, 91601",Filming,1
"Lankershim Blvd., Camarillo St. - Chandler Blvd., Los Angeles, CA 91601",Filming,1
"LANKERSHIM BLVD., HAMLIN ST.-ARCHWOOD ST, LOS ANGELES, CA, 91606",Still,1
"Lankershim Blvd., Magnolia Ave. - Camarillo St, Los Angeles, CA, 91601",Filming,3
"Lankershim Blvd., Valleyheart Dr. - Campo de Cahuenga, Los Angeles, CA, 91608",Filming,44
"LANKERSHIM BLVD., VICTORY BLVD- SYLVAN ST, LOS ANGELES, CA 91606",Filming,1
"Lankershim Boulevard & Cahuenga Boulevard, Los Angeles, CA, 91602",Filming,1
"Lankershim Boulevard & Huston Street, Los Angeles, CA, 91601",Filming,1
"Lankershim, Vanowen, Tujunga, Strathern, North Hollywood, 91605",Filming,1
"LANKESRHIM BL., CHANDLER BL. - WEDDINGTON ST., LOS ANGELES, CA 91601",Filming,1
"LANKSERSHIM BL., MORRISON ST. - HUSTON ST., North Hollywood, CA 91601",Filming,3
"LARCHMONT BL, BEVERLY BL-1ST ST, LOS ANGELES, CA, 90004",Filming,2
"Larchmont Bl., Beverly Blvd - 1st St, Los Angeles, CA, 90004",Filming,2
"Larchmont Blvd., Beverly Blvd. -West 3rd St, Los Angeles, CA, 90004",Filming,1
"Larga Ave., Gracia St. - Tyburn St., Los Angeles, CA, 90039",Filming,1
"Las Palmas Ave, Romaine St-Barton Way, Los Angeles, CA, 90038",Filming,1
"Lassen St & Owensmouth Ave, Los Angeles, CA, 91311",Filming,2
"LASSEN ST, RESEDA BL, PLUMMER ST, OAKDALE AV, LOS ANGELES, CA, 91311",Filming,1
"Laural Canyon Blvd., Hollywood Blvd., 101 Fwy., 134 Fwy., 5 Fwy., Los Feliz Blvd., Western Ave. (Inclusive) , Los Angeles, CA, 90068",Filming,1
"Laurel Canyon BL, Victory BL - Erwin St, Los Angeles, CA 91606",Filming,9
"LAUREL CANYON BL., HART ST. - VANOWEN ST., LOS ANGELES, CA 91605",Filming,2
"Laurel Canyon Bl., Oxnard St., Cahuenga Blvd., Ventura Blvd (Inclusive, excluding Highways & Special condition areas) , Los Angeles, 91601",Filming,1
"LAUREL CANYON BL., ROSCOE BL. - STRATHERN ST., LOS ANGELES, CA 91605",Filming,8
"Laurel Canyon Blvd & Saticoy St, Los Angeles, CA, 91605",Filming,2
"Laurel Canyon Blvd , Mullholland Dr, Cahuenga Blvd, Sunset Blvd, inclusive (excluding State Freeways, Highways and Parks), Los Angeles, CA, 90068",Still,8
"Laurel Canyon Blvd, Burbank Blvd, Cahuenga Blvd, Ventura Blvd (Inclusive), Los Angeles, CA, 91634",Still,1
"Laurel Canyon Blvd, Moorpark St, Ventura Blvd, Colfax Ave (Inclusive, excluding State Freeways, Highways, Parks and Colfax Meadows), Los Angeles, CA, 91607",Filming,2
"Laurel Canyon Blvd. from Vanowen St. to Victory BL., North Hollywood, CA 91606",Filming,7
"Laurel Canyon Blvd., Ventura Blvd., Cahuenga Blvd., Hollywood Blvd. Inclusive , Los Angeles, CA, 90028",Filming,1
"Laurel Canyon Blvd., Ventura Blvd., Moorpark St., Woodman Ave. (Inclusive), Los Angeles, 91604",Filming,1
"Laurel Canyon Boulevard & Fareholm Drive, Los Angeles, CA, 90046",Still,4
"Laurel Canyon Boulevard & Saticoy Street, Los Angeles, CA, 91605",Filming,3
"Lauriston Av., Olympic Bl. - Fox Hills Dr., Los Angeles, CA 90064",Still,1
"Lavell Dr from Parrish Ave North/East to the Dead End , Los Angeles, CA 90065",Filming,4
"Laveta Terrace, W Sunset Blvd - Mc Duff St, Los Angeles, CA, 90026",Filming,2
"LAVETA TR., SCOTT AV. - MC DUFF ST., LOS ANGELES, CA 90026",Filming,2
"LAWA GREENBELT/Park at S Sepulveda Blvd & W 92nd St, Los Angeles, CA, 90045",Filming,1
"Lawrence St., Olympic Blvd. - South to End, Los Angeles, CA, 90021",Filming,1
"Lawrence Street & Sacramento Street, Los Angeles, CA, 90021",Filming,4
"Lazy J. Ranch Park, Los Angeles, CA, 91304",Filming,1
"Le Conte Ave & Westwood Blvd, Los Angeles , CA 90077",Filming,1
"Le Conte Ave, Malcolm Ave, Wilshire Blvd, Gayley Ave, (Inclusive, Excluding UCLA Property and Parks), Los Angeles, CA, 90024",Filming,1
"Le Conte Ave., Malcolm Ave., Wilshire Blvd., Gayley Ave., inclusive, Los Angeles, CA, 90024",Filming,1
"Le Conte Ave., Malcolm Ave., Wilshire Blvd., Gayley Ave., inclusive,, Los Angeles, 90024",Filming,1
"LE CONTE.,HILGARD AV.,LINDBROOK.,WESTWOOD BL(INCLUSIVE), LOS ANGELES, CA, 90024",Filming,2
"LEBANON ALLEY 6TH ST - 7TH ST, LOS ANGELES, CA, 90017",Filming,5
"Lebanon Alley, Wilshire Blvd. - 7th St., Los Angeles, CA, 90017",Filming,6
"Lebanon Alley., 6th St - Wilshire Bl, Los Angeles, CA, 90017",Filming,2
"LEBANON ST, 6TH ST - 7TH ST, LOS ANGELES, CA 90012",Filming,1
"Lebanon St, 6th St - 7th St, Los Angeles, CA, 90014",Filming,1
"Lebanon St, 6th St - 7th St, Los Angeles, CA, 90017",Filming,1
"Lebanon St., 7th St - Wilshire Blvd, Los Angeles, CA 90017",Filming,5
"Lebanon St., W 6th St - W 7th St, Los Angeles, CA, 90017",Filming,3
"Lebanon St., Wilshire Blvd - W 6th St, Los Angeles, CA 90017",Filming,2
"Ledgewood Dr., Beachwood Dr - Rockcliff Dr , Los Angeles, CA, 90068",Filming,2
"LELAND WAY & EL CENTRO AVE., LOS ANGELES, CA, 90028",Filming,1
"Leland Way & N El Centro Ave, Los Angeles, CA 90028",Filming,2
"LELAND WAY, VINE ST. - EL CENTRO AVE., LOS ANGELES, CA, 90029",Filming,2
"Leland Wy, N El Centro Ave - West 450ft, Los Angeles, CA, 90028",Filming,3
"Lemay St., Kester Ave., Victory Blvd., Columbus Ave., inclusive, Van Nuys, CA, 91411",Filming,6
"LEMOYNE ST., BAXTER ST. - AVALON ST., LOLS ANGELES, CA, 90026",Filming,1
"Lemoyne St., Sunset Blvd - Park Ave, Los Angeles, CA 90026",Filming,1
"Leonora Drive & Ostronic Drive, Los Angeles, CA, 91367",Filming,1
"Lexington Ave., Berendo St. - Heliotrope Dr., Los Angeles, CA 90029",Still,1
"Lexington Ave., Gower St., Santa Moncia Blvd., Gordon St. (Inclusive), Los Angeles , CA, 90038",Still,1
"Lighthouse Bridge over Grand Canal, Venice, CA, 90291",Filming,2
"Lillian Wy., Waring Ave. - Willoughby Ave., Los Angeles, CA, 90038",Filming,1
"LINCOLN AVE., SUNSET AVE.-LAKE AVE, LOS ANGELES, CA, 90291",Filming,1
"Lincoln BL, Rose AV, Pacific AV, Washington AV Inclusive (excluding Lincoln BL, Abbot Kinney, and the Venice Canals), Los Angeles, CA, 90292",Still,1
"LINCOLN BL, SANTA MONICA CITY LIMITS, OCEAN FRONT WALK, WASHINGTON BL (INCLUSIVE, EXCLUDING LINCOLN BL AND OCEAN FRONT WALK), LOS ANGELES, CA, 90291",Filming,1
"Lincoln Bl., Speedway, Rose Av., Washington Bl. (INCLUSIVE)(EXCLUDING HIGHWAYS/FREEWAYS, OCEAN FRONT WALK, ABBOT KINNEY BL. & VENICE CANALS), Venice, CA, 90291",Still,2
"LINCOLN BL., WASHINGTON BL., ROSE AV., OCEAN FRONT WALK (INCLUSIVE)(EXCLUDING OCEAN FRONT WALK & ABBOT KINNEY BL), LOS ANGELES, CA, 90292",Filming,1
"LINCOLN BL., WASHINGTON BL., ROSE AV., OCEAN FRONT WALK (INCLUSIVE)(EXCLUDING OCEAN FRONT WALK & ABBOT KINNEY BL), LOS ANGELES, CA, 90292",Still,1
"Lincoln Blvd, Venice Blvd, Rose Av, Walgrove Av Inclusive Los Angeles, CA, 90291",Filming,1
"Lincoln Blvd, W Washington Blvd, 405 Fwy, Imperial Hwy (INCLUSIVE, Excluding Freeways and Culver City), Los Angeles, CA, 90291",Filming,1
"Lincoln Blvd.,  =Sepulveda Blvd., Jefferson Blvd., Manchester Ave,  Inclusive (Excluding State Highways) Los Angeles, CA, 90066",Filming,2
"Lincoln Blvd.,  Jefferson Blvd., Centinela Ave., Bluff Creek Dr. Inclusive (Excluding State Highways) Los Angeles, CA 90094, Los Angeles, CA, 90094",Filming,1
"Lincoln Blvd., Culver Blvd., Pershing Dr., Manchester Ave. Inclusive (Excluding State Highways), Los Angeles, CA, 90293",Still,1
"LINCOLN BLVD., ROSE AVE., OCEAN FRONT WALK, WASHINGTON BLVD. INCLUSIVE (EXCLUDING OCEAN FRONT WALK AND ABBOT KINNEY BLVD.), VENICE, CA, 90291",Still,11
"LINCOLN BLVD., ROSE AVE., OFW (AS PARAMETER), WASHINGTON BLVD, LOS ANGELES , 90291",Filming,2
"Lincoln Blvd., Rose Ave., Venice Blvd., Speedway, Inclusive  (Excluding Abbot Kinney Blvd.), Venice , CA, 90291",Still,1
"Lincoln Blvd., Sepulveda Blvd., Culver Blvd., Sawtelle Blvd. Inclusive (Excluding State Highways and Culver City), Los Angeles, CA, 90066",Filming,1
"Lincoln Blvd., Washington Blvd., Rose Ave., Pacific St. (Inclusive. Excludes Venice Canals, Abbot Kinney Blvd & any type of activity on Ocean front Walk) , Los Angeles , CA, 90291",Filming,9
"Lincoln Blvd., Washington Blvd., Rose Ave., Pacific St. (Inclusive. Excludes Venice Canals, Abbot Kinney Blvd & any type of activity on Ocean front Walk) , Los Angeles , CA, 90291",Still,3
"Lincoln Boulevard & South Sepulveda Boulevard, Los Angeles, CA, 90045",Still,1
"Lindbergh St., Woodley Ave - West to End, Los Angeles, CA, 91406",Filming,2
"LINNIE CANAL CT. (BRIDGE) OVER HOWLAND CANAL, LOS ANGELES, CA, 90293",Filming,1
"LINNIE CANAL CT. (BRIDGE) OVER HOWLAND CANAL, LOS ANGELES, CA, 90293",Still,1
"LISETT ST, JOLETTE AV - JIMENO AV, Granada Hills, CA 91344",Still,1
"Little 6th St (Westbound), Santa Fe Av - Mesquit St. Los Angeles, CA, 90013",Filming,1
"Little 6th St., Santa Fe Ave. - East to End, Los Angeles, CA, 90013",Filming,2
"Little Tujunga Canyon Rd., Osborne St. - LA County Limits, Los Angeles, CA 91040",Still,2
"Llindley Ave, Sherman Way, Kester Ave, 101 Freeway, inclusive (exlcuding State Highways, Freeways and Parks), Los Angeles, 91316",Filming,1
"Logan St & Park Ave, Los Angeles, CA, 90026",Filming,1
"Loleta Ave., Colorado Blvd., Linda Rose Ave. (Inclusive), Los Angeles, 90041",Filming,1
"LOMA VISTA DR, DOHENY DR, SUNSET BL (INCLUSIVE), LOS ANGELES, CA, 90069",Filming,1
"Londelius St., Gloria Ave  - Collett Ave , Norht Hills, CA 91343",Filming,1
"Long Beach Ave., E 41st Pl - E 22nd St, Los Angeles, CA 90058",Filming,1
"LONGVIEW VALLEY RD., KNOBHILL DR- SOUTH TO THE END, SHERMAN OAKS, CA, 91403",Filming,1
"Lookout Mountain Av., Laurel Canyon Blvd., Sunset Blvd., Sunset Plaza Dr., inclusive (Excluding City of West Hollywood), Los Angeles, CA, 90069",Filming,1
"LORENA ST, 1ST ST - 4TH ST, Los Angeles, CA 90017",Filming,1
"Loring Avenue, Wyton AV - Charing Cross Rd, Los Angeles, CA 90024",Filming,1
"LORING ST., WYTON DR. - HOLMBY AV., LOS ANGELES, CA 90024",Filming,1
"Los Angeles River - 7th St - S Soto St - 1st St ( excludes Arts District and State Highways), Los Angeles, CA, 90021, Los Angeles, CA, 90021",Filming,1
"Los Angeles River & 6th St, Los Angeles, CA, 90026",Filming,1
"LOS ANGELES RIVER & 7TH ST, LOS ANGELES, CA 90017",Filming,1
"Los Angeles River at E 6th St, Los Angeles, CA 90023",Filming,1
"Los Angeles River at E 6th St, Los Angeles, CA, 90013",Filming,1
"Los Angeles River at E 6th St, Los Angeles, CA, 90013",Still,2
"Los Angeles River at E 6th St, Los Angeles, CA, 90033",Still,1
"Los Angeles River at Fletcher Dr, Los  Angeles, CA 90039",Filming,1
"LOS ANGELES RIVER UNDER 6TH ST. BRIDGE, LOS ANGELES, CA, 90013",Filming,1
"Los Angeles River, 101 Fwy - Lankershim Bl, Los Angeles, CA, 90068",Filming,1
"Los Angeles River, 7th St. - 6th St. , Los Angeles, CA, 90014",Still,1
"Los Angeles River, E 1stSt - E 7th St, Los Angeles, CA, 90013",Filming,2
"Los Angeles River, N Main St -  10 frwy, Los Angeles, CA, 90013",Filming,1
"Los Angeles River., 4th St - 6th St, Los Angeles , CA, 90014",Filming,1
"Los Angeles Riverbed at E 6th St, Los Angeles, CA, 90023",Filming,1
"Los Angeles Riverbed, 1st St - 7th St, Los Angeles, CA, 90013",Filming,2
"Los Angeles St, 1st St - 2nd St., L.A., CA 90012",Filming,1
"Los Angeles St, Sunset Bl, alvarado, 10 Fwy, Los Angeles, CA, 90011",Filming,1
"Los Angeles St., 3rd St - 4th St, Los Angeles, CA, 90013",Filming,1
"LOS ANGELES ST., 3RD ST. - 4TH ST., LOS ANGELES, CA 90013",Filming,1
"Los Angeles St., 5th St., Central Ave., 9th St., (Inclusive) , Los Angeles , CA, 90021",Filming,1
"Los Angeles St., Broadway., 2nd St.,  5th St., (inclusive) , Los Angeles, CA, 90013",Still,1
"Los Angeles St., Temple St. - 1st St, Los Angeles, CA, 90012",Filming,1
"LOS ANGELES ST.,ARCADIA ST.-ALAMEDA ST, LOS ANGELES, CA, 90017",Filming,1
"Los Feliz Ave, Western Ave, Santa Monica Blvd, Hyperion Ave, Los Angeles, CA, 90039",Filming,2
"LOS FELIZ BL, 5 FWY, 110 FWY, 101 FWY, VERMONT BL (INCLUSIVE, EXCLUDING FREEWAYS), LOS ANGELES, CA, 90028",Filming,1
"Los Feliz Bl, Beverly Bl, Hyperion Av, Highland Av, Franklin Ave, Fountain Ave, Virgil Ave. (Inclusive) , Los Angeles, CA, 90027",Filming,1
"LOS FELIZ BL, LA RIVER, ALVARADO ST, NORMANDIE AV (INCLUSIVE), LOS ANGELES, CA, 90026",Still,1
"LOS FELIZ BL, SAN FERNANDO RD, 110 FWY, SUNSET BL, WESTERN AV (INCLUSIVE, EXCLUDING FREEWAYS), LOS ANGELES, CA, 90027",Filming,3
"Los Feliz Bl., Hillhurst Ave/Virgil Ave., Fountain Bl., Western Ave (Inclusive), Los Angeles, 90028",Filming,1
"Los Feliz Bl., Hollywood Bl., Hillhurst Av., Beachwood Dr. (INCLUSIVE), Los Angeles, CA, 90027",Still,1
"Los Feliz Bl., Normandie Av., Sunset Bl., Commonwealth Ave. (Inclusive), Los Angeles, CA, 90026",Filming,1
"Los Feliz Bl., Riverside Dr., Hyperion Av., Griffith Park Bl., Inclusive., Los Angeles, 90027",Filming,2
"LOS FELIZ BL., SAN FERNANDO RD., 110 FWY., 101 FWY., WESTERN AV. (INCLUSIVE, EXCLUDES FREEWAYS), LOS ANGELES, CA, 90027",Filming,1
"Los Feliz Bl., Vermont Av., Commonwealth Canyon Dr., Commonwealth Av. (Inclusive, Excluding Griffith Park), Los Angeles, 90027",Filming,1
"Los Feliz Bl., Vermont Av., Hillhurst Av., Finley Av. (Inclusive), Los Angeles, CA, 90027",Still,1
"Los Feliz Bl., Western Av., Vermont Av., Franklin Av. (INCLUSIVE",Filming,1
"Los Feliz Blvd, 5 Fwy, 110 Fwy., 2/101 Fwy., Western Ave.(Inclusive, excluding State Freeways, Highways, Parks and Echo Park), Los Feliz, CA, 90004",Filming,2
"Los Feliz Blvd, 5 Fwy, 110 Fwy., 2/101 Fwy., Western Ave.(Inclusive, excluding State Freeways, Highways, Parks and Echo Park), Los Feliz, CA, 90004",Still,13
"Los Feliz Blvd, Glenhurst, Griffith Park Blvd, Glendale Blvd Inclusive, los angeles, CA, 90039",Filming,2
"Los Feliz Blvd, Griffith Park Blvd, Hollywood Blvd, Western Avenue, Los Angeles, CA, 90027",Filming,1
"Los Feliz Blvd, Hyperion Park Blvd, Santa Monica Blvd, N Western Ave (Inclusive, excluding State Freeways, Highways, Parks, Echo Park), Los Angeles, CA, 90027",Filming,1
"Los Feliz Blvd, N Edgemont St, Santa Monica Blvd, Hyperion Ave- INCLUSIVE (Excluding Freeways & State Highways), Los Angeles, CA, 90027",Filming,3
"Los Feliz Blvd, N Western Ave, 10 Fwy, 110 Fwy, 5 Fwy (Inclusive), Los Angeles, CA, 90027",Filming,1
"Los Feliz Blvd, Riverside Dr, Fletcher Dr, Glendale Blvd,  N Alvarado St,  W Temple St, Beverly Blvd, Vermont Ave (Inclusive) (Excludes Highways and Special Condition Areas), Los Angeles , CA, 90039",Still,2
"Los Feliz Blvd, Riverside Dr, Fletcher Dr, Glendale Blvd, 101 Fyw, Vermont Ave (inclusive) (excludes Silver Lake merchant district, 1700-1800 block of N Vermont Ave and other special condition areas), LOS ANGELES, CA, 90027",Still,1
"Los Feliz Blvd, Western Ave, Riverside Dr, Crystal Springs, Griffith Park Inclusive , Los Angeles, CA, 90028",Filming,1
"Los Feliz Blvd, Western Ave, Sunset Blvd, Glendale Blvd, Fletcher Dr, Riverside Dr, (Inclusive, excluding State Freeways, Highways and Parks), Los Angeles, 90010",Filming,1
"Los Feliz Blvd., 5 frwy., 101 frwy., Western Av., inclusive (Excluding State freeways/highways), Los Angeles, CA, 90027",Filming,9
"Los Feliz Blvd., 5 frwy., 110 frwy., 101 frwy., N Western Av., inclusive (Excluding State freeways/highways), Los Angeles, CA, 90027",Filming,4
"Los Feliz Blvd., 5 frwy., 110 frwy., 101 frwy., N Western Av., inclusive (Excluding State freeways/highways), Los Angeles, CA, CA, 90027",Filming,6
"Los Feliz Blvd., 5 frwy., 110 frwy., 101 frwy., N Western Ave., inclusive (Excluding State freeways/highways), Los Angeles, CA, 90039, Los Angeles, CA",Still,15
"Los Feliz Blvd., 5 frwy., 110 frwy., 101 frwy., N Western Ave., inclusive (Excluding State freeways/highways, Echo Park, Chinatown, Park Property and all Special Conditioned Areas), Los Angeles, CA, 90039",Still,29
"Los Feliz Blvd., 5 frwy., 110 frwy., 101 frwy., S Western Ave., inclusive (Excluding State freeways/highways), Los Angeles, CA, 90026",Filming,5
"Los Feliz Blvd., 5 frwy., 110 frwy., 101 frwy., S Western Ave., inclusive (Excluding State freeways/highways), Los Angeles, CA, 90026",Still,1
"Los Feliz Blvd., 5 Frwy., 110 Frwy., 2/101 Frwy., Western Ave., los angeles, CA, 90004",Still,11
"Los Feliz Blvd., 5 Frwy., 110 Frwy., 2/101 Frwy., Western Ave., los angeles, CA, 90004, Los Angeles, CA, 90004",Still,15
"Los Feliz Blvd., 5 Frwy., Hwy 2/Alvarado St.. 101 Frwy., Western Ave. (INCLUSIVE, EXCLUDING ANGELINO HEIGHTS, ELYSIAN/ECHO PARK, FREEWAYS & HEIGHWAYS), Los Angeles, CA, 90012",Still,30
"Los Feliz Blvd., 5 frwy., Hyperion Ave., Sunset Blvd., N Western Ave., inclusive (Excluding State freeways/highways), Los Angeles, CA, 90027",Still,1
"Los Feliz Blvd., Hillhurst Ave., Hollywood Blvd., N Vermont Ave., inclusive, Los Angeles, CA, 90027",Still,1
"Los Feliz Blvd., Hyperion Ave., Santa Monica Blvd., N Western Ave., inclusive (Excluding State freeways/highways), Los Angeles, CA, 90027",Filming,1
"Los Feliz Blvd., N San Fernando Rd., Glendale Blvd., Riverside Dr., inclusive (Excluding State freeways/highways, Los Angeles RIver, and City of Glendale), Los Angeles, CA, 90013",Filming,4
"Los Feliz Blvd., N Vermont Ave., Venice Blvd., N Western Ave., inclusiev (Excluding State freeways/highways), Los Angeles, CA, 90029",Filming,1
"Los Feliz Blvd., N Western Ave., Sunset Blvd., Talmadge Ave., inclusive (Excluding State freeways/highways), Los Angeles, CA, 90027",Still,2
"Los Feliz Blvd., Riverside Dr., Hyperion Ave., Fountain Ave., Hillhurst Ave., Santa Monica Blvd., N. Gower St., Franlin Ave., inclusive, Los Angeles, CA, 90028",Filming,1
"Los Feliz Blvd., San Fernando Blvd., 2 frwy., 5 frwy., inclusive (Excluding State freeways/highways and City of Glendale), Los Angeles, CA, 90039",Filming,2
"Los Feliz Blvd., San Fernando Rd., 110 frwy., 5 frwy., inclusive (Excluding State freeways/highways and City of Glendale), Los Angeles, CA, 90039",Filming,8
"Los Feliz Blvd., San Fernando Rd., Fletcher Dr., 5 Fwy (Inclusive, excluding State Hwys and LA River Bed), Los Angeles, 90039",Filming,2
"Los Feliz Blvd., San Fernando Rd., Glendale Bl., Glenfeliz Bl., (Inclusive), Los Angeles, CA, 90039",Filming,1
"Los Feliz Boulevard & Edenhurst Avenue, Los Angeles, CA, 90039",Filming,2
"Los Feliz Bvd., 5 frwy., Griffith Park Blvd., Hyperion Ave., inclusive (Excluding State freeways/highways), Los Angeles, CA, 90027",Filming,1
"LOS FELIZE BLVD., 5 FWY., 110 FWY., 101 FWY., LOS ANGELES, 90039",Filming,2
"Louise Ave & Weslawne Ave, Los Angeles, CA, 90066",Filming,1
"Lowell Ave., 210 Fwy., Angles Forest Limit, Big Tujunga Canyon Rd. (Inclusive) , Sunland Grid , CA, 91040",Filming,1
"Lower Grand Av, 4th St -GTK, Los Angeles, CA, 90013",Filming,2
"Lower Grand Av, 4th St -GTK, Los Angeles, CA, 90013",Still,1
"Lower Grand Av., 2nd St - 4th St, Los Angeles, CA, 90012",Filming,2
"Lower Grand Av., 2nd St - 5th St, Los Angeles, CA, 90012",Filming,1
"LOWER GRAND AV., 3RD ST. - 4TH ST., LOS ANGELES, CA, 90071",Filming,1
"Lower Grand Av., 4th St - GTK Wy, Los Angeles, CA, 90013",Still,1
"Lower Grand Av., 4th St.-GTK Way, LOS ANGELES, CA, 90012",Filming,2
"Lower Grand Av., GTK Way - 4th St., Los Angeles, CA 90012",Filming,3
"Lower Grand Av., GTK Wy - W 4th St, Los Angeles, CA, 90071",Filming,1
"Lower Grand Av., W 4th St - GTK Wy, Los Angeles, CA, 90017",Filming,3
"Lower Grand Ave,  4th St North to end, Los Angeles, CA, 90012",Filming,2
"Lower Grand Ave, GTK - 4th St, Los Angeles, CA, 90012",Filming,5
"LOWER GRAND AVE, GTK-4TH ST, LOS ANGELES, CA, 90012",Filming,6
"Lower Grand Ave, W 4th St - GTK Way, Los Angeles, CA, 90071",Filming,2
"Lower Grand Ave., 1st St. - 4th St., Los Angeles , CA 90071",Filming,1
"Lower Grand Ave., 3rd street-4th street, Los Angeles, CA, 90014",Filming,1
"Lower Grand Ave., 4th St. - General Thaddeus Kosciuszko Wy., Los Angeles, CA, 90071",Filming,1
"Lower Grand Ave., 4th St. - GTK Way, Los Angeles, CA 90014",Still,1
"Lower Grand Ave., GTK - 4th St , Los Angeles , CA 90071",Filming,2
"Lower Grand Ave., GTK - 4th St., Los Angeles, CA, 90012",Filming,1
"Lower Grand Ave., GTK Wy - 4th St , Los Angeles , CA 90014",Filming,2
"Lower Grand Ave., GTK Wy - W 4th St., Los Angeles, CA, 90012",Filming,4
